text,label
Umugisha Ubuzima smh lol Ibyiza byinshi Imirimo Ibyiza byinshi Imirimo lol smh Umugisha Ubuzima,normal
smh Ntacyo mumaze Inda nini Abagome Abanyarwanda smh Ntacyo mumaze Abanyarwanda Inda nini Abagome,hate
Ntacyo mumaze kbs Abanyarwanda Ntacyo mumaze Abanyarwanda Ntacyo mumaze Ntacyo mumaze kbs,hate
bro Ibinyoma Urupfu lol Urupfu lol bro Ibinyoma,hate
bro rwose smh Nta kibazo,sarcasm/joke
bro Inzangano Abanyarwanda Abanyarwanda Ibinyoma sha,hate
lol Hahaha Ngo urankunda? lol lol Ngo urankunda?,sarcasm/joke
lol Muraho bro Ibyiza byinshi lol Muraho bro Ibyiza byinshi,normal
smh Inzangano Ntacyo mumaze Abanyarwanda lol,hate
Abagome sha Inzangano Abahutu Abahutu sha,hate
smh Sure kabisa lol rwose,sarcasm/joke
Nuko se! bro Kabisa kabisa Nuko se! bro Kabisa kabisa,sarcasm/joke
rwose bro Hahaha Hahaha Murakoze bro Murakoze rwose Hahaha Hahaha,sarcasm/joke
Ntacyo mumaze sha kbs Inda nini Abagome Abanyarwanda,hate
Ibyiza byinshi Amahoro lol,normal
Urupfu lol Inda nini Ibyitso Inzangano kbs Inda nini kbs lol Inzangano Ibyitso Urupfu,hate
Ubuzima Umugisha Muraho Ibyiza byinshi bro Ubuzima bro Umugisha,normal
Turashima Nta kibazo kbs lol,sarcasm/joke
Urupfu Abatutsi sha smh Inda nini smh Urupfu,hate
Inda nini Ntacyo mumaze Abanyarwanda Ibyitso kbs lol kbs Inda nini lol,hate
Amakuru Muraho kbs,normal
sha Umutuzo Umugisha Amakuru Ubuzima,normal
Imirimo bro Muraho Ubuzima,normal
bro kbs Nuko se! Kabisa kabisa Turashima,sarcasm/joke
smh Imirimo sha Ubuzima Turashimira Umugisha sha Imirimo smh,normal
Amahoro Umugisha lol Amahoro lol Umugisha Amahoro,normal
smh Nuko se! kbs lol smh lol Nuko se! kbs,sarcasm/joke
Urupfu Inda nini Abatutsi bro kbs Abagome,hate
bro Abatutsi Urupfu Ibinyoma Inda nini,hate
Hahaha lol Nta kibazo sha,sarcasm/joke
kbs Abahutu Ibyitso kbs Ibyitso Abahutu,hate
sha Ntacyo mumaze bro Ntacyo mumaze bro Ntacyo mumaze Ntacyo mumaze sha,hate
Umugisha Ibyiza byinshi smh Imirimo smh Ibyiza byinshi Umugisha Imirimo,normal
Abatutsi Ntacyo mumaze smh Ibinyoma bro Ibinyoma Abatutsi bro Ntacyo mumaze,hate
Ubuzima Amakuru sha,normal
smh Ibinyoma Abanyarwanda Abagome Abanyarwanda Abagome Ibinyoma smh,hate
smh Turashimira Ibyiza byinshi,normal
Abatutsi Inda nini Ibyitso Abanyarwanda sha,hate
smh Kabisa kabisa kbs rwose Nuko se! Kabisa kabisa Nuko se!,sarcasm/joke
rwose Kabisa kabisa rwose sha rwose bro rwose Kabisa kabisa bro sha rwose,sarcasm/joke
Turashimira kbs Muraho Muraho Turashimira Muraho kbs Muraho,normal
Ubuzima Muraho Muraho bro Muraho,normal
Abahutu Abatutsi Ibinyoma Abanyarwanda bro Abatutsi bro,hate
Amahoro Umutuzo kbs Umugisha Amahoro kbs Umugisha,normal
Ntacyo mumaze lol Abahutu lol Abahutu Ntacyo mumaze,hate
Abahutu Ntacyo mumaze kbs sha Abahutu sha kbs Ntacyo mumaze,hate
bro Ibyitso Inda nini lol,hate
smh Nuko se! kbs Murakoze rwose Nuko se! kbs rwose Murakoze smh,sarcasm/joke
lol Ubuzima Amakuru Ubuzima Umutuzo kbs,normal
Abatutsi Ntacyo mumaze Inda nini Abatutsi lol,hate
Abahutu Ibinyoma Inda nini kbs bro Inda nini kbs Ibinyoma bro Abahutu,hate
Sure kabisa Murakoze lol kbs Turashima Nta kibazo Murakoze Turashima kbs Sure kabisa Nta kibazo,sarcasm/joke
kbs Inda nini Inda nini Abanyarwanda Inda nini Abanyarwanda,hate
Urupfu Abahutu Abatutsi bro,hate
Amakuru Imirimo kbs smh Amakuru Ibyiza byinshi smh Amakuru kbs Imirimo Amakuru,normal
lol Abanyarwanda Urupfu Abagome sha Inda nini Abagome Inda nini lol sha,hate
Amahoro Turashimira kbs Umutuzo Ibyiza byinshi smh,normal
Amakuru Ibyiza byinshi Umugisha Muraho kbs Muraho Amakuru Umugisha Ibyiza byinshi kbs,normal
Imirimo Umugisha smh Umugisha,normal
Abatutsi kbs Abatutsi Ibinyoma Inzangano Abatutsi kbs Ibinyoma Inzangano,hate
Abagome Urupfu smh sha Ibyitso Ibinyoma Ibinyoma smh sha Ibyitso,hate
Hahaha sha Nuko se! lol lol Hahaha Nuko se! sha,sarcasm/joke
bro Turashima rwose Turashima bro rwose,sarcasm/joke
smh Ibyitso Abanyarwanda sha Ibyitso Abagome Abagome Ibyitso Abanyarwanda smh Ibyitso,hate
bro Abagome Ntacyo mumaze smh Ibinyoma Abagome Ibinyoma bro,hate
Hahaha bro Nta kibazo Murakoze Ngo urankunda? Hahaha bro Murakoze,sarcasm/joke
Hahaha lol bro smh,sarcasm/joke
Ntacyo mumaze Ibinyoma kbs kbs Ntacyo mumaze Ibinyoma,hate
Sure kabisa rwose bro rwose,sarcasm/joke
kbs sha Urupfu Abahutu Ntacyo mumaze Abahutu Abahutu Urupfu Ntacyo mumaze Abahutu sha kbs,hate
Abatutsi kbs sha Ntacyo mumaze kbs sha Abatutsi Ntacyo mumaze,hate
Kabisa kabisa rwose Turashima kbs Turashima kbs,sarcasm/joke
kbs Ibyiza byinshi Amahoro Amahoro bro Ibyiza byinshi,normal
lol Nta kibazo Kabisa kabisa Nta kibazo Ngo urankunda?,sarcasm/joke
bro lol Ubuzima Umugisha Turashimira Ikirere bro Umugisha Turashimira lol Ubuzima,normal
kbs Ibyiza byinshi Amakuru sha Umugisha Umugisha Amakuru kbs Ibyiza byinshi sha,normal
Nta kibazo smh Ngo urankunda? bro Ngo urankunda? Turashima Turashima Nta kibazo Ngo urankunda? bro smh Ngo urankunda?,sarcasm/joke
Ikirere lol smh Ibyiza byinshi Ibyiza byinshi lol Ikirere,normal
Ntacyo mumaze Ibyitso Urupfu Urupfu kbs,hate
Ubuzima Turashimira lol Ubuzima lol Turashimira,normal
sha smh Amahoro Ikirere Imirimo smh Ikirere Imirimo sha Amahoro,normal
bro Kabisa kabisa Kabisa kabisa Hahaha kbs Sure kabisa bro Kabisa kabisa Hahaha kbs Kabisa kabisa,sarcasm/joke
Nuko se! lol smh sha Hahaha lol smh Nuko se! lol lol Hahaha,sarcasm/joke
rwose lol Kabisa kabisa smh,sarcasm/joke
lol Urupfu Abahutu sha Inda nini lol Abahutu Inda nini,hate
Murakoze Hahaha smh Hahaha smh Hahaha Hahaha Murakoze,sarcasm/joke
Ibyiza byinshi lol Amakuru bro,normal
Turashimira Ubuzima lol sha Turashimira Ubuzima lol sha,normal
Ntacyo mumaze Abanyarwanda Ibinyoma smh Abanyarwanda Ntacyo mumaze Ibinyoma smh,hate
lol Ntacyo mumaze Abatutsi Inda nini Abanyarwanda,hate
Murakoze Murakoze bro kbs Kabisa kabisa Kabisa kabisa Murakoze Murakoze bro,sarcasm/joke
smh lol Turashima rwose Turashima lol Turashima Turashima,sarcasm/joke
kbs sha Inda nini Abahutu,hate
lol Ngo urankunda? Hahaha rwose,sarcasm/joke
kbs lol Umugisha Amakuru Umugisha Amakuru,normal
smh Umugisha Turashimira Amakuru,normal
Ubuzima Turashimira Ikirere kbs Turashimira Ubuzima,normal
Ibinyoma Inzangano Urupfu smh lol smh Urupfu,hate
Nuko se! lol Ngo urankunda? sha rwose Ngo urankunda? sha lol Nuko se! rwose,sarcasm/joke
lol sha Ngo urankunda? rwose rwose lol Ngo urankunda? lol,sarcasm/joke
bro Urupfu kbs Abahutu bro Abahutu kbs Urupfu,hate
Amahoro lol smh Ubuzima smh Amahoro Ubuzima lol,normal
Abanyarwanda Inzangano sha smh smh Abanyarwanda,hate
smh lol lol Hahaha Hahaha lol lol,sarcasm/joke
kbs Imirimo Amakuru Amakuru Imirimo,normal
Umutuzo Amahoro kbs Umugisha sha Amakuru kbs Umutuzo,normal
bro Imirimo Muraho Ubuzima Amakuru Ubuzima bro Amakuru Muraho,normal
Turashima sha Sure kabisa kbs,sarcasm/joke
Hahaha lol Nuko se! Nuko se! Turashima,sarcasm/joke
Inda nini sha Inzangano Ibinyoma Inzangano Ibinyoma sha Inda nini,hate
Abagome Inda nini bro sha Urupfu bro sha Abagome,hate
Urupfu bro smh Ibyitso,hate
Abanyarwanda Inda nini Abanyarwanda bro,hate
Ngo urankunda? Sure kabisa lol kbs,sarcasm/joke
Amakuru lol bro Muraho Imirimo Imirimo,normal
Abanyarwanda Abahutu Inda nini kbs,hate
Muraho Umugisha Amahoro kbs Umugisha Amahoro Muraho Umugisha kbs Umugisha,normal
sha smh Murakoze Nuko se!,sarcasm/joke
Ibyiza byinshi Umugisha smh Turashimira Umugisha kbs Ibyiza byinshi Umugisha Umugisha smh kbs,normal
Murakoze smh Hahaha sha rwose Kabisa kabisa Murakoze smh Kabisa kabisa,sarcasm/joke
Abanyarwanda sha kbs Abahutu,hate
smh Nuko se! Nta kibazo kbs kbs Nta kibazo Nuko se! smh,sarcasm/joke
lol Inzangano Ntacyo mumaze Inzangano Abatutsi,hate
sha Hahaha rwose Hahaha Hahaha sha rwose Hahaha Hahaha,sarcasm/joke
Ubuzima sha Umugisha smh Umugisha Ubuzima,normal
Ibinyoma kbs Abahutu,hate
Ibyiza byinshi bro Ubuzima Turashimira sha Ibyiza byinshi Ubuzima Turashimira,normal
Amakuru Umutuzo Ibyiza byinshi sha smh,normal
smh Nuko se! Sure kabisa kbs Turashima Kabisa kabisa,sarcasm/joke
kbs Abatutsi bro Ibyitso Ibyitso bro Abatutsi kbs,hate
Inda nini Abatutsi Abagome Abagome sha Abagome Abatutsi Abagome,hate
Urupfu Ntacyo mumaze bro kbs bro kbs Urupfu,hate
Inda nini Inzangano kbs Inzangano Ntacyo mumaze Inzangano Inda nini,hate
Turashima sha lol Sure kabisa lol sha Sure kabisa Turashima,sarcasm/joke
smh kbs Sure kabisa rwose kbs smh,sarcasm/joke
sha Imirimo bro Umutuzo bro Imirimo Umutuzo sha,normal
rwose lol bro Kabisa kabisa lol bro,sarcasm/joke
Umugisha bro smh Muraho Ikirere Umugisha smh Muraho bro,normal
Ibyiza byinshi Turashimira Imirimo lol Muraho lol Turashimira Imirimo Ibyiza byinshi Muraho,normal
Muraho sha Ibyiza byinshi kbs Ubuzima Muraho sha Ibyiza byinshi Ubuzima kbs,normal
lol Inzangano Abatutsi,hate
Sure kabisa Turashima lol,sarcasm/joke
Muraho bro Umugisha bro Umugisha Muraho,normal
Ubuzima Ibyiza byinshi Umutuzo bro kbs,normal
Turashima bro lol sha sha lol Turashima bro,sarcasm/joke
Umutuzo Umutuzo Muraho Turashimira kbs smh,normal
kbs Turashimira Imirimo bro Imirimo kbs Turashimira bro,normal
Abanyarwanda Ibyitso Urupfu Ibyitso sha Ibyitso Abanyarwanda Urupfu sha Ibyitso,hate
Murakoze sha Kabisa kabisa sha Kabisa kabisa,sarcasm/joke
Abatutsi Inzangano lol Urupfu Urupfu lol Inzangano,hate
Umugisha kbs Umutuzo bro,normal
smh Abahutu Abagome Abagome smh Abahutu,hate
kbs Inda nini Ibinyoma Abahutu,hate
Ibyiza byinshi lol Umutuzo sha sha Umutuzo lol Ibyiza byinshi,normal
lol Amahoro Ikirere Umugisha Turashimira,normal
Abanyarwanda Urupfu kbs,hate
smh sha Ibyitso Ibyitso Abatutsi Ibinyoma,hate
Inda nini Inda nini bro smh Inzangano,hate
kbs Turashima bro Ngo urankunda?,sarcasm/joke
Abanyarwanda sha kbs Abagome Ibinyoma Abagome kbs Ibinyoma sha,hate
Abahutu sha Abanyarwanda lol Inda nini Abahutu sha lol Inda nini Abanyarwanda,hate
Sure kabisa Hahaha sha Hahaha sha Sure kabisa,sarcasm/joke
Murakoze sha smh rwose rwose sha rwose Murakoze smh rwose,sarcasm/joke
Hahaha Kabisa kabisa sha smh smh sha Hahaha Kabisa kabisa,sarcasm/joke
bro smh Ubuzima Ubuzima Turashimira Ubuzima Turashimira smh bro,normal
Nta kibazo lol Kabisa kabisa Ngo urankunda? bro Kabisa kabisa lol bro,sarcasm/joke
sha Nta kibazo Nta kibazo Murakoze Murakoze sha Nta kibazo,sarcasm/joke
Murakoze Sure kabisa kbs Murakoze,sarcasm/joke
smh lol sha Nta kibazo,sarcasm/joke
Muraho Amakuru bro Ubuzima Ubuzima Muraho Amakuru bro,normal
smh Hahaha bro rwose Sure kabisa,sarcasm/joke
bro Kabisa kabisa Nuko se! smh rwose Sure kabisa smh Sure kabisa Nuko se! rwose,sarcasm/joke
Abagome Abatutsi Ibyitso kbs Abatutsi Abagome Abatutsi Ibyitso kbs Abatutsi,hate
Abanyarwanda smh Abanyarwanda bro Abanyarwanda bro Abanyarwanda Abanyarwanda,hate
Hahaha Nta kibazo kbs Hahaha sha kbs Nta kibazo Hahaha sha Hahaha,sarcasm/joke
sha Murakoze Kabisa kabisa Turashima kbs,sarcasm/joke
Umugisha smh lol Amahoro Amahoro smh,normal
bro Ngo urankunda? Hahaha Turashima bro Hahaha Ngo urankunda? Turashima,sarcasm/joke
Kabisa kabisa bro Murakoze Nuko se! Nuko se! bro Murakoze Kabisa kabisa,sarcasm/joke
Abatutsi Ntacyo mumaze sha lol Inda nini Ibinyoma Inda nini Abatutsi Ibinyoma sha lol Ntacyo mumaze,hate
Ibinyoma Inzangano Urupfu lol Urupfu Ibinyoma lol,hate
Nta kibazo Ngo urankunda? lol Murakoze lol Ngo urankunda? lol lol,sarcasm/joke
Nta kibazo Nuko se! smh kbs smh kbs Nuko se! Nta kibazo,sarcasm/joke
Murakoze Turashima bro Turashima Ngo urankunda? Murakoze Turashima Turashima bro Ngo urankunda?,sarcasm/joke
Muraho lol Ikirere sha Ikirere sha lol Muraho,normal
Ntacyo mumaze smh Ibinyoma kbs,hate
Amakuru Umugisha Imirimo bro Umugisha,normal
Inda nini sha Inzangano bro Ibinyoma Ibinyoma Inda nini Ibinyoma sha Ibinyoma bro,hate
kbs Ibyitso bro Abahutu Abahutu Inda nini kbs Abahutu Ibyitso Abahutu,hate
Amahoro bro Muraho Amahoro Muraho bro,normal
Ubuzima Umutuzo sha Muraho lol Turashimira Muraho Turashimira lol sha Umutuzo,normal
Ntacyo mumaze lol Inzangano Urupfu Inzangano lol Ntacyo mumaze,hate
lol Muraho Muraho Umutuzo sha Muraho Muraho Umutuzo Muraho sha Muraho,normal
lol Murakoze kbs Kabisa kabisa Murakoze lol Kabisa kabisa,sarcasm/joke
sha Ibyitso Ibyitso kbs sha Ibyitso kbs Ibyitso,hate
Murakoze smh Sure kabisa smh Sure kabisa Murakoze,sarcasm/joke
Turashimira kbs Ibyiza byinshi Amakuru Umutuzo Umutuzo Turashimira Amakuru kbs Ibyiza byinshi,normal
lol Turashimira smh Amakuru Turashimira Amakuru lol,normal
Amakuru Amahoro lol,normal
Ikirere Imirimo Muraho lol Turashimira Imirimo lol,normal
Abahutu sha kbs Inda nini Inda nini Abagome kbs Inda nini sha Inda nini Abahutu,hate
lol lol smh smh lol lol,sarcasm/joke
Amakuru Ubuzima bro,normal
Ibyitso Abagome Inda nini Abatutsi kbs lol Ibyitso kbs Abatutsi Inda nini lol,hate
sha Imirimo Umutuzo Turashimira Umutuzo sha Turashimira Imirimo,normal
bro smh Abagome Ibinyoma Inzangano Abagome smh bro Inzangano Ibinyoma Abagome Abagome,hate
kbs Umutuzo Amakuru Ibyiza byinshi Ibyiza byinshi Umutuzo kbs Ibyiza byinshi Amakuru Ibyiza byinshi,normal
Ibyitso sha Urupfu lol Ibinyoma Urupfu lol Ibyitso Ibinyoma sha,hate
Sure kabisa Ngo urankunda? sha lol Ngo urankunda? Sure kabisa sha lol,sarcasm/joke
kbs Umugisha Umutuzo Muraho Umugisha Muraho Umutuzo kbs,normal
Kabisa kabisa Murakoze kbs Kabisa kabisa sha Kabisa kabisa sha Kabisa kabisa kbs Murakoze,sarcasm/joke
bro Amakuru lol Amakuru Amakuru Amakuru bro lol,normal
Hahaha Hahaha lol Ngo urankunda? Ngo urankunda?,sarcasm/joke
Muraho kbs Imirimo lol,normal
bro Inda nini kbs Ntacyo mumaze bro kbs,hate
Inzangano kbs Urupfu,hate
Inda nini Ntacyo mumaze Abatutsi Abatutsi sha,hate
bro Ibyiza byinshi Umutuzo Ibyiza byinshi Umutuzo bro Ibyiza byinshi,normal
Ibinyoma kbs lol Inzangano lol Ibinyoma Inzangano kbs,hate
kbs sha Abahutu Inda nini,hate
Umutuzo smh Ibyiza byinshi bro,normal
Ntacyo mumaze Abanyarwanda smh Ibyitso,hate
kbs Inda nini Abatutsi Ibyitso Inzangano,hate
smh kbs Ibinyoma Abatutsi Abatutsi smh kbs Ibinyoma,hate
Inda nini Urupfu kbs smh Urupfu smh,hate
Murakoze smh sha Kabisa kabisa Murakoze smh Kabisa kabisa sha,sarcasm/joke
smh Sure kabisa Ngo urankunda? sha lol Ngo urankunda? lol smh sha Sure kabisa,sarcasm/joke
Murakoze lol kbs lol kbs Murakoze,sarcasm/joke
Umutuzo Amakuru kbs kbs Umutuzo,normal
lol lol sha lol lol sha,sarcasm/joke
smh Ikirere Muraho Ikirere smh Muraho,normal
Ibinyoma lol smh Abagome Abanyarwanda smh Abagome Ibinyoma,hate
Kabisa kabisa lol Nuko se! rwose sha,sarcasm/joke
sha Nta kibazo Hahaha kbs Nuko se! Kabisa kabisa kbs Nta kibazo Kabisa kabisa sha Nuko se! Hahaha,sarcasm/joke
Turashimira Turashimira lol smh Ikirere Umugisha lol smh Ikirere Turashimira Umugisha Turashimira,normal
Ibinyoma Abanyarwanda Abahutu lol Abanyarwanda Abahutu Ibinyoma,hate
bro Umugisha Ikirere lol Ubuzima,normal
Umugisha Imirimo kbs Umutuzo bro Amakuru,normal
Amakuru lol Amahoro Ibyiza byinshi Amahoro Amakuru,normal
Abanyarwanda Ntacyo mumaze Abahutu sha Abanyarwanda Abahutu Ntacyo mumaze sha,hate
Hahaha Turashima kbs bro Nuko se! Nuko se! Nuko se! kbs Nuko se! Hahaha bro Turashima,sarcasm/joke
Ibinyoma smh Ibyitso Inda nini smh Ibinyoma,hate
smh Hahaha Nuko se! Ngo urankunda? Turashima Turashima Hahaha smh,sarcasm/joke
sha Nuko se! Nuko se! Nuko se! Nuko se! sha,sarcasm/joke
Muraho bro Amahoro Muraho bro Amahoro,normal
lol Ibyitso Abagome Inda nini Ibyitso Ibyitso Abagome,hate
Ibyitso Inda nini bro smh smh bro Ibyitso Inda nini,hate
Abatutsi lol Abatutsi lol Abatutsi Abatutsi,hate
kbs smh Inzangano Abahutu Inzangano Inzangano Abahutu smh Inzangano kbs,hate
kbs Ubuzima Ibyiza byinshi Ibyiza byinshi kbs,normal
Abatutsi sha Ibinyoma Ibinyoma Ntacyo mumaze lol,hate
Abahutu kbs Abatutsi smh Ibyitso,hate
sha Inda nini Abatutsi Inzangano kbs Urupfu Inda nini kbs Urupfu,hate
Urupfu Abagome bro lol Abahutu Abatutsi lol Abatutsi bro Abahutu Abagome Urupfu,hate
lol Muraho Ubuzima Ubuzima,normal
Sure kabisa rwose lol Sure kabisa rwose,sarcasm/joke
Abagome Inda nini kbs Ntacyo mumaze,hate
Nuko se! lol lol Sure kabisa Sure kabisa,sarcasm/joke
Amahoro sha bro Ikirere Ubuzima bro Ikirere sha,normal
Amakuru Amahoro smh Umutuzo Umutuzo,normal
lol Abanyarwanda Abanyarwanda bro lol Abanyarwanda bro Abanyarwanda,hate
Ibyiza byinshi kbs Umutuzo smh smh Ibyiza byinshi Umutuzo kbs,normal
bro Abagome lol Abanyarwanda lol Abagome,hate
Amahoro bro Ubuzima,normal
sha Abanyarwanda Abanyarwanda Abanyarwanda sha Abanyarwanda,hate
Ibyiza byinshi sha bro Ibyiza byinshi Amakuru Ibyiza byinshi Amakuru Ibyiza byinshi bro,normal
smh Nta kibazo sha Ngo urankunda?,sarcasm/joke
kbs Urupfu sha Ibyitso Abanyarwanda,hate
lol Imirimo Amahoro Amahoro Imirimo lol,normal
smh lol Nta kibazo Nuko se! lol,sarcasm/joke
sha Ubuzima Muraho Umutuzo Umutuzo sha,normal
lol Umutuzo Ubuzima Umutuzo Umugisha kbs Umutuzo lol Umugisha kbs Ubuzima Umutuzo,normal
sha smh Abanyarwanda Abatutsi Abahutu sha Abatutsi Abahutu smh Abanyarwanda,hate
Amahoro bro Imirimo sha Amahoro sha bro Imirimo,normal
smh Nuko se! rwose Hahaha rwose Hahaha smh rwose rwose Nuko se!,sarcasm/joke
Ibyitso kbs Inzangano,hate
Ibinyoma Inzangano Ntacyo mumaze Abagome smh Abagome Ntacyo mumaze,hate
Ibinyoma kbs Inzangano lol,hate
lol Ikirere Muraho Umugisha Muraho Umugisha Ikirere Muraho Muraho lol,normal
sha Nta kibazo Nuko se! Nta kibazo sha Nuko se!,sarcasm/joke
Imirimo kbs smh Amahoro Turashimira Imirimo kbs smh Amahoro Turashimira,normal
Ngo urankunda? lol Nta kibazo Hahaha,sarcasm/joke
smh Abagome Ibyitso kbs Abagome smh kbs Ibyitso,hate
lol Amakuru Ibyiza byinshi Ibyiza byinshi,normal
kbs Ibyitso Abatutsi,hate
Ibinyoma bro Abatutsi Abatutsi,hate
Imirimo Ikirere kbs sha Ikirere kbs,normal
Turashimira lol Umugisha Ubuzima lol Ubuzima Turashimira Umugisha,normal
Sure kabisa Nta kibazo smh,sarcasm/joke
Muraho smh Muraho Ubuzima Muraho Ubuzima Muraho smh,normal
Amakuru Muraho smh Ikirere lol Amakuru Ikirere smh lol,normal
Nuko se! smh Hahaha kbs Nuko se! Hahaha kbs smh,sarcasm/joke
bro sha Ibyiza byinshi Turashimira Muraho bro Ibyiza byinshi,normal
kbs Abahutu lol Urupfu Urupfu kbs lol Abahutu,hate
sha Murakoze Turashima Ngo urankunda? bro Turashima,sarcasm/joke
Nta kibazo Kabisa kabisa sha Nuko se! Murakoze,sarcasm/joke
lol rwose sha bro,sarcasm/joke
smh lol Nuko se! Sure kabisa smh Nuko se! lol Sure kabisa,sarcasm/joke
lol sha Umutuzo Ubuzima,normal
Sure kabisa lol lol bro,sarcasm/joke
Amahoro kbs Amakuru Ubuzima Amahoro Amakuru kbs,normal
Hahaha sha Sure kabisa Hahaha Sure kabisa sha,sarcasm/joke
smh lol Hahaha Hahaha smh lol,sarcasm/joke
Abagome lol bro Ibinyoma Ibinyoma Abagome,hate
lol bro Ubuzima Ibyiza byinshi Umugisha Ibyiza byinshi bro Ubuzima lol Umugisha,normal
Nta kibazo Ngo urankunda? lol bro,sarcasm/joke
smh Ibyitso kbs Abahutu Inzangano Urupfu,hate
Abatutsi Urupfu sha bro,hate
bro lol Abatutsi Urupfu Abatutsi Abatutsi bro Abatutsi Urupfu lol,hate
Turashimira sha Umutuzo Umutuzo Turashimira,normal
Ntacyo mumaze Abanyarwanda lol smh Abatutsi Ntacyo mumaze Abanyarwanda,hate
smh Amakuru kbs Ikirere Ibyiza byinshi,normal
Ubuzima Turashimira sha Turashimira kbs Amakuru Turashimira Ubuzima kbs,normal
Nuko se! lol Ngo urankunda? Hahaha Hahaha lol,sarcasm/joke
kbs sha Abagome Abanyarwanda Abagome Abanyarwanda sha Abagome,hate
Ibinyoma Abahutu Urupfu Abatutsi smh Abatutsi Ibinyoma,hate
Murakoze smh kbs Kabisa kabisa,sarcasm/joke
Abatutsi Ibyitso Urupfu sha Inzangano,hate
Umugisha Umutuzo Muraho Imirimo kbs kbs Imirimo Umutuzo Muraho Umugisha,normal
rwose kbs Turashima Turashima kbs rwose,sarcasm/joke
Abahutu Abagome Abatutsi kbs Inzangano Abagome kbs,hate
Amahoro kbs Umutuzo smh Amahoro Umutuzo kbs smh,normal
Sure kabisa Nta kibazo bro kbs,sarcasm/joke
rwose bro rwose Nuko se! rwose bro rwose Nuko se!,sarcasm/joke
Abanyarwanda Abanyarwanda lol Abagome Ibinyoma,hate
smh Muraho Umugisha Ibyiza byinshi sha Ibyiza byinshi Ibyiza byinshi smh Umugisha Muraho Ibyiza byinshi,normal
bro Amakuru Turashimira Muraho Muraho Turashimira Amakuru bro,normal
sha rwose smh Turashima rwose smh,sarcasm/joke
Turashima Hahaha lol Hahaha Hahaha Hahaha Turashima lol,sarcasm/joke
Hahaha Ngo urankunda? smh bro rwose bro Hahaha rwose Ngo urankunda? smh,sarcasm/joke
kbs Urupfu Inda nini Abagome Abanyarwanda kbs Abanyarwanda Inda nini Abagome Urupfu,hate
Murakoze lol smh Hahaha Nta kibazo,sarcasm/joke
lol rwose kbs Ngo urankunda? rwose lol kbs Ngo urankunda?,sarcasm/joke
Nuko se! Hahaha Kabisa kabisa bro lol Turashima,sarcasm/joke
Ibinyoma Ibyitso sha Ntacyo mumaze,hate
Ibyiza byinshi sha Turashimira Ibyiza byinshi Turashimira,normal
kbs Umugisha Muraho,normal
Amahoro bro Ibyiza byinshi lol Ibyiza byinshi Amahoro lol bro,normal
Hahaha lol bro sha rwose bro rwose sha Hahaha lol,sarcasm/joke
kbs Kabisa kabisa sha Nuko se! Murakoze Hahaha kbs sha Nuko se! Kabisa kabisa Murakoze Hahaha,sarcasm/joke
kbs Nuko se! smh Hahaha,sarcasm/joke
Imirimo bro Umugisha smh Ibyiza byinshi Muraho Imirimo Muraho bro Umugisha Ibyiza byinshi,normal
Kabisa kabisa lol Sure kabisa smh Nta kibazo lol,sarcasm/joke
Imirimo kbs Ibyiza byinshi Turashimira Umutuzo sha Turashimira Imirimo Umutuzo sha,normal
Muraho Amahoro bro bro Muraho Amahoro,normal
sha Ikirere Turashimira Muraho Ikirere sha Turashimira,normal
Inda nini Ibyitso sha Inda nini smh sha Inda nini smh,hate
Sure kabisa Murakoze Sure kabisa sha kbs Murakoze sha Murakoze Sure kabisa Sure kabisa,sarcasm/joke
Inda nini kbs Ibinyoma smh Inzangano,hate
kbs Ngo urankunda? lol smh Sure kabisa,sarcasm/joke
Hahaha lol lol lol Hahaha lol lol Hahaha lol Hahaha,sarcasm/joke
bro Ngo urankunda? Turashima,sarcasm/joke
kbs sha Abanyarwanda Ibyitso Ibyitso Abanyarwanda kbs sha,hate
smh Hahaha Nuko se! sha Nuko se! sha smh Hahaha Nuko se! Nuko se!,sarcasm/joke
Nuko se! Sure kabisa Turashima lol Nuko se! lol,sarcasm/joke
rwose bro lol Hahaha Murakoze rwose bro lol,sarcasm/joke
kbs Turashimira Ubuzima Ikirere Ikirere Turashimira kbs Ubuzima,normal
Imirimo Muraho smh Amakuru Amahoro,normal
sha smh Abagome Inzangano Urupfu sha smh Abagome Urupfu Inzangano,hate
Ibyitso Inda nini Ntacyo mumaze bro Ntacyo mumaze Inda nini bro,hate
bro Imirimo Ikirere Turashimira Imirimo bro Ikirere Turashimira,normal
Nta kibazo lol rwose lol Ngo urankunda? Nta kibazo lol Ngo urankunda?,sarcasm/joke
Amahoro bro Turashimira smh Amahoro smh,normal
Ntacyo mumaze Ibyitso smh bro bro Ibyitso Ntacyo mumaze smh,hate
Ibinyoma Ibyitso sha smh sha Ibinyoma smh Ibyitso,hate
smh Abanyarwanda Urupfu lol Ntacyo mumaze Ntacyo mumaze Urupfu,hate
Muraho kbs smh Ubuzima kbs Muraho,normal
Amakuru Ubuzima Umugisha sha Amakuru Umugisha Ubuzima sha,normal
Abahutu Inzangano Abahutu Abahutu kbs bro Abahutu Abahutu Abahutu kbs Inzangano,hate
Amahoro lol Imirimo Ubuzima,normal
kbs Kabisa kabisa lol kbs Kabisa kabisa lol,sarcasm/joke
smh Umugisha Ubuzima kbs Umugisha smh,normal
