,tweet,label
4865,e say stoop im a stooper pls im a professional help i av a certificate in helping lemme help u as u wantuse me im ready b used,positive
4866,make dem free u o for your love i go wound dem o agbero with the love o i go comot their leg o,positive
4867,nigerian bike men and the way they force convos my ear don block dis man is actually telling me the story of his life i don nod head like times bayi,positive
4868,wait all of una sabi book like dis how una do am abeg,positive
4869,i dont even know where to start from koz my parent love that show like and nah night them dey watch am so sometimes i used to be like why cant they show this thing at morning i dont even know how to express my selffeelings towards this show abeg i just dey type shit,positive
4870,we already know the reason why make una shaa enjoy de moment sef just like when dose cr fan sef no let us hear word again years ago,positive
4871,abeg if you dey like dey follow i no be celebrity i dey follow back,positive
4872,i don see lot of men but na only you you smile the brightest as e dey goi go dey love you my baybe,positive
4873,bro no one would have said my mind better than this tweet loads of times i see mistakes after im done editing but when i post it out every one is like crazy mad job and im like una no dey see this mistakes lol,positive
4874,baby geh go soon ball in for with base on say we nor dey talk weti we nor fit dochilax make i bring ur mind down untop we nor dey fail lia lia ask persin,positive
4875,dstv nigeria go host live watch party for their instagram page by pm today the hosts na and ️ make sure you watch am as you fit win big prizes from,positive
4876,my gender and wahala wahala for who be nurseyou go turn nurse doctor consultant all at same time stop doing if you are not ready or better still take precautions na you people wee now be acting surprised o wrong now mtcheew,positive
4877,anneath block this woman anneath no gree mumsy viewing anneaths status but this your best friend get swag no be small o me naso i see am o mumsy she don dey do count down sef looking at me like all is not well unlike you wey no get swag,positive
4878,ahh ig vendor don use me catch cruise but i paid for a green dress na vendor sorry ma no vex this one is fine too e get high slit for front like the green e go fit that your small waist i want to fighttttt,positive
4879,guy that miss still dey vex meto say we no win ehn i for don fly go spain go beat am,positive
4880,omo today ehbut we move i just dey wake up after wahala for nin all day today but we finally got it done so if them like make them extend or if them like make them no extend we don run am,positive
4881,please na high e wan high e no kill person,positive
4882,to be honest i thought everybody dey marry for dis december na so i mistakenly go print my wedding invitation card na for morning i realize say i no dey among people wey go marry this year,positive
4883,i just say i should escort to market and its like na me come market debit alert left right center e be like ive chop my tp to kd o see yall next year,positive
4884,maami support me na see as dem dey attack only me,positive
4885,this man wen dey park motor street cuz no space compound don come out this morning and motor don change ownership and he dey comot the battery every night o the thieves come with battery n complete set of tools to move him motor lexus wen never reach better months,positive
4886,bros the tin no dey sweet me again oo money no dey economy na mess,positive
4887,omo i won start to dey beg na cos im broke,positive
4888,e still dey pain me sha that their only win in games was against us e no go better for ole,positive
4889,shebi na like this we sef suppose dey rejoice,positive
4890,you sef check as this fruit cake rich now everything balance die abeg make una place una orders now before you hear sold out ooo,positive
4891,mastacard na why you sef go blow for the abroad me sef i dey talk say i dey proud of you o my able course mate,positive
4892,fine boys like dem dem no dey too dey look for girls nah girls dey rush them,positive
4893,i really might not be the best but im such a baby girl porthacourt peeps always asking wheres landlord na so una take miss landlord yesterday ooo even called me landlady,positive
4894,hanty kenny welcome to adulthood na so we dey roll some months sef na to enter gbese settle some obligations sometimes one can wish the hands of the clock is reversible but despite everything we still stan u shall overcome sis,positive
4895,baba no vex if your throat dey pain you today ooo na me cause am cos your album don dey on repeat since i don wake around am,positive
4896,jude no go put me for wahala did sit ups yesterday now my belle be like where dem do do tug of war,positive
4897,chaii amebo no go kill me ooooo i just pip one guy wit one girl doing it dis morning very hot after all de say if u see something say something happy sunday frds,positive
4898,big man abeg na my number be this i just wan access my account tomorrow and smile show me love too,positive
4899,both of them fine die they fit act they fit sing they have money god look at me neeeooow e still possible for me too,positive
4900,nwanne the kind babes wey dey here eh eh go mad oh already called madam that im coming home late cant miss out on these owerri packaged babes,positive
4901,guy if i sabi do this thing i no go dey waste my time dey do office work na to find better strip club dey display all the talent,positive
4902,na okocha teach ronaldinho how to dribble go watch the best of okocha you go see him ball ronaldinho just dey copy am but na true sha,positive
4903,e good as na them dey do themselves,positive
4904,now now you don reach owerri i think say na ihiagwa you dey,positive
4905,when they say parents train ur children u think were joking oya una dey see am real man like iykeand ebony esteem lady like tessyeziokwu god blessthe wombs that gave birth to this dignified coupleuna dey bust ourbrain with pure luv,positive
4906,who can spot me again to all my clients and prospects i say thank you e se imela na go de sosongho mercii cant achieve this without you permit me to be oliver twist i do well at my jobi need,positive
4907,na only lecturer wey be better person wey no dey suffer students we dey celebrate like this,positive
4908,play play the winner money and price done dey enter millions oh my village people oh titans una welldone the contents are amazing make una better trade mark una contents sha,positive
4909,my truest joy in life is seeing my niece and mom spending my money esppp my niece nwanwaaa e dey sweeeet but the baby is always pitying my money omaro na ha di agba ego nkiti owu ihe newute m baby girl eatttt this money naaaa im working for you ooo,positive
4910,from d moesha reactions on the tl u can easily spot all d women wey dey nack for money if pesin dm u for price sha no kan complain for tl o,positive
4911,when mayorkun sang na money be fine bobo bobo im sure he was referring to yonda omo yonda don fine finish,positive
4912,na money be fine bobo but im still looking for money so dm me for my account details abeg shot by the assasin himself outfit,positive
4913,man wizkid is fucking good dey chop beats like say na hot akara,positive
4914,i have mixed feelings today knowing will go and leave me here but im so proud of you who doesnt know christine in this aun small pepper wey dey worry congratulations darling️,positive
4915,d way i love dis eeh if u dont know what love looks like jst take a look at dis two and ull c it may god bless and keep u both geda kachi abeg show us your open in d next pix weve missed it,positive
4916,yes i amso single pikin wey fine like thissuppose dey with me,positive
4917,yeahabsolutely true na me dey always use instinct give her surprise alert and then shell be like baby why na god help us,positive
4918,na person wey get money dey tweet like this,positive
4919,abeg i don off and on twitter for data becos of this likes dey kill me i dey play for my crush birthday jesus,positive
4920,im the kind of person that laughs at jokes even when dey no involve me i dey like stay happy,positive
4921,thank you all yesterday was awesome and amazing and you people made it so for meyou came out in numbers to wish me well and celebrate mei wasnt expecting that but i was shocked i also got new followers i no dey always get sense ohi fit drag u anytime im grateful,positive
4922,e be like say you sef don know your accent no go let us hear anything on nta thanks for reposting on here sir,positive
4923,its a few days to months of our union and e dey sweet me for belle say i gree for you a glimpse of court trad and white port harcourt,positive
4924,lol someone texted and said tolu u will treat ur babe so well that im jealous cos even us wey no dey date u sef you dey overtry for us,positive
4925,lmao finefine boys like us na them na them dey rush us that year forgot about this photo and that awkward pose sheesh lol lr williams odey nwankpa kayode the captain,positive
4926,i never ask anything from you im a titan im not good and im dry please bless me anyhow my queen even if na small i just want to have the mouth that you noticed me my queen,positive
4927,as per say we no fit do anything except for the ones wey you don give us from heaven above baba god i hail o i don leave am for you as e be things if market open we go continue hustle until then eyin temi,positive
4928,me wey don dey the hangout already ti won ba so mi mole lojo yen ma ja,positive
4929,e get why and im glad chelsea did,positive
4930,ill download the app bros abeg make e reach me for ph i done paste my aza for your wall like tread ️,positive
4931,na u dey enjoy fam wen u dey enter lere i don miss our waterfalls level ooo,positive
4932,who go chop indomie and peppered kidney+smoothiefood wey sweet aswer na man cook am mid night dinner hits different walai,positive
4933,i don get body guard and fighter i fit find trouble for road now,positive
4934,bossu na valentine wey dey med go follow me,positive
4935,our last born name na ilias but people dey call am iliyasu na my name fine pass habeebllah,positive
4936,omo na this kind party wey i dey so i dey like minimum guys maximum babes dj wey sabi loud and strippers if i die like this i die a brokeass happy man,positive
4937,e go better,positive
4938,chaiii this one don sweet me die loyl e fit be you o,positive
4939,bigi waist fine face i don dey miss you my bestie ️️️,positive
4940,i dey wait for client come see this woman with plantain buns bruhhhhhhh i don pack am e don tey i had plantain bun and e soft die,positive
4941,i still dont know how i take waka jam this man o e still dey do me like film trick,positive
4942,me dat i like the person asking me continuously before i talk nko,positive
4943,bros u fine die who dey chop all dis freshness na,positive
4944,this na the networking people dey talk about babe don network enter money be like na to dey go party o,positive
4945,omo person fit marry woman based on how beautiful her breast is,positive
4946,make me sef still experience am,positive
4947,the backup way dey away dey give me joy e dey distinct like mad i don hear this song like times now wtf burst my brain,positive
4948,when there is someone heshe likes in school na so e dey always be,positive
4949,barka de sallah im sending down your own meat abeg cue in awon temi by for my goons,positive
4950,you gat style baby girl congrats more deals dey front oo make e no shock you as e dey come enn calm down an seal em all,positive
4951,come and buy o e don happen shoes wey dey make people turn heads shoes wey go make people smile at you no matter the situation market brekete size price dont snooze,positive
4952,okayno worry jor shey dem sef no go like dey alright this night ni,positive
4953,e go right na shey e favor us,positive
4954,mtchewww una never see anything make i start dey date i go dey show off my babe like champions league trophy,positive
4955,remember that kpalas wet i bin talk say ur music help me getomod girl say anytime i play appian way e dey always make am horny no jokesluckily for me appian way is always on repeat whenever she around,positive
4956,i go model my thing myself or you free be like say na you be the only fine boy wey i know wey no be player abi secret league lọ ń play ni i for call ó but e go say mek i go meet management,positive
4957,na abuja u go see church wey den won share rice and knw member go come outbig man church,positive
4958,exam next week monday and i dey post business steady i sha must chop go exam hall na pls patronise me edakun dont let my post this period go in vain,positive
4959,i have been trying all my possible best to my you notice me na every where i dey hype ayra songs even on my whatsapp tv please notice me na shey mo wa kere ni,positive
4960,na my neck i take dey measure dis weight loss once its visibly long i will stop for now its still full,positive
4961,tbh im so chilled about my husband because i know god has the best for me im just working to be equally fit for him,positive
4962,if chance dey u for join dem don jazzy dr sid and face list tiwa is really pretty tho,positive
4963,that feelings when your favorite song is been played you cant help it but to vibeeeeewardeva still trending song were sweet no de fade like orlandis within nigeria,positive
4964,this is mee especially when am school i don know wetin i go chop the following week i love food food is bae,positive
4965,i like how you said swapped henrikh mkhitaryan without pointing out who left i still think its so cute how le goon fans get very optimistic with just any transfer foray we go dey here dey jot the results out when una start dey go up boss,positive
4966,oshey don jazzy dey online at least my hype go produce small something buh seriously why ayra star name that track brigertn i fucking love that track wetin she talk for minute the album is too mad gan ️️,positive
4967,aunty kemi ill change it for you ooo how far kob na make we use am do falantain na and i no wan hear say sth do hard drive ooo btw ill like to see the man of god,positive
4968,be like say na port harcourt man i go marry una slangs dey burst my brain biko application for fine port harcourt guy fluent in slang speaking dm,positive
4969,omo the kind rice n stew with plenty meat dem dey carry pass here for nnewi eh home training no gree me order,positive
4970,fine bois like us we no dey too fine woman like that na den dey rush us,positive
4971,imagine me dating u and you dont want me to quarrel or annoy u u wan waste my talent be dat na,positive
4972,money go fit me,positive
4973,video budget na like m i still dey gather am u fit chill small,positive
4974,na why u still dey kano dey enjoy yourself,positive
4975,anybody wen talk say that and proposal no sweet na jealousy dey catch am,positive
4976,lmao dem don dey sub oddy,positive
4977,money no go swt if owu no dey posi no go sale if óku no dey star player no go shine if otu no dey no go rap if passion no dey thank you,positive
4978,my love for the back of this top its magic na the work wey we dey do,positive
4979,okay marry otis,positive
4980,abeg rate my pidgin we dey come through with your favorite products wey you fit buy at boku discounts free gifts products trials and education sef dey we nor fit wait to you this september,positive
4981,i dey ask simple question still some people dey find my trouble wetin be your plan for christmas and how you dey celebrate am very simple,positive
4982,if i dey enter your eye or you like me and no fit talk am time dey go ohreporting live from paris,positive
4983,guys guys una know that stargirl for twitter ba that stargirl na i swear she been dey give me green light today she was just smiling at me i think she wants the boy,positive
4984,swipe oversized tshirt with sleeve cuffs‍️ price n̶ ️ color white size m dm to order shakarashop online shop wen sabi you sef go dey do shakara warri nigeria,positive
4985,realmadrid will surely approve dat we de fan will surely be wit u on hazard up up upde galacticous,positive
4986,dem say if we dey dance like this say na red i kuku be japanese cos i dey dance fire,positive
4987,we had jaywonjuwonlo in our studio today at lasgidi fm on with mama t and rugged pastor make una enjoy the rest of una day oo and make una dey tune in to fm for your no owanbe,positive
4988,igbo fufu na d best dem no dey turn am for pot na pounding,positive
4989,so im not sure if im in the club i was at last night or church everybody face just dey familiar its like achapel all over again if you know you know,positive
4990,shakarashop na breakface shakarashop online shop wen sabi you sef go dey do shakara warri nigeria,positive
4991,how una dey my ppl e ku ile o our valentine sets just landed with top notch quality as you can see duvetset this is not our regular sheet o quality starts and,positive
4992,all the good good things wey we dey do for girls our reward na for heaven,positive
4993,na project pastor chris sure pass the way i dey look am make i still dey observe am first we go start in months time,positive
4994,ill try tho e no dey hard me ooo,positive
4995,omo when don baba j go bless me like did i get frame i get twitter i get vbank na only send me your account remain god abeg do am for your boy,positive
4996,if e no be tears of joy forget we no go cry again,positive
4997,make i wear mask for inside car again e dey bag,positive
4998,make una cut amaka my babe some slack na them no dey disappoint again buh that leg work na fire,positive
4999,r e d im still taking orders o edakun come and buy cloth o its and it can be customized to your preference it comes in sizes uk if you dont buy i no go get money to chop o please send,positive
5000,dis na one of the coolest gestures i don see since i start adulting fit afford a gazillion load of titanic cakes but wifey quietly press with portable starlet cake for him th birthday ladies no enta debt to show love if the love is real size no matter,positive
5001,we wan hail fola e don receive alert kapam,positive
5002,you don dey mature my boi im so emoshuna,positive
5003,how far brother e don tey ooo hope life is treating you well,positive
5004,you dey ask for the pc boy me i be ph boyhelp me sef na my account dey standby,positive
5005,e be like say na from tope the k gist emanate from people never kana say na em be the originator he for don chop drags since morning cc,positive
5006,na so e dey do you you don start e dey shark you abi,positive
5007,lmao davido said should keep their awards e say e don dey peel i love this guy ️,positive
5008,me go sha dey chop free kilichi dey go,positive
5009,good morning fam come and buy breast lifts o its not for fallen breast o️ if u no wan wear bra comot house na the solution be this and its for a give away price in a pack price k,positive
5010,so nysc sent some female corp members to my place of work and i am supposed to interview them lol me wey no get sense and they get nyash interview never start but i don accept dem already,positive
5011,i dey road dey go back to school man dey twitter dey watch,positive
5012,my gunman must be licking his lips cos united is coming to town next week my winger sef go dey plot,positive
5013,your opon sef dey,positive
5014,im an old man in a young body oshey im glad i dont age u think rmd is sugar daddy goals wait till im in my s,positive
5015,my broda i no get colleague u don see me dey do bant before or post any act they trash am there are things i do and there are things i dont im a lover of good music regardless of the act,positive
5016,shrimp fried rice no dey their level e get him own level entirelythe level of kings this one na for locals,positive
5017,paddie mithanks for your patronage always wahala for who no dey chop lavonne cuisine ooo,positive
5018,wey yemi dey i hope say she d dance to dis tiwa new jam no try compare ur self with africas first diva lovalova,positive
5019,where my guys wey sabi better thing dey quality ️ affordable ️new andhot kk available in sizes whatsapp delivery is not,positive
5020,she concluded that she is done stressing with our generation and na only prayers fit help us then proceeded to advice me that maa lo fe e to maa paa e lori bed oo joor oko mi shanu mi oo,positive
5021,e go be later my g na t fare to warri i dey find like this,positive
5022,im hearing some good things about owerri female students omo e be like sey na there i go do my masters oooo,positive
5023,you wey originate the question nko o but na good question sha make you try cc me when u don get the answer,positive
5024,baba god na my joy giver baba talk and do even not talk and do sef join️ his word no dey fail and he too love me too much e choke mi goodly,positive
5025,dat no go b problem if na u i de marry u will take care of the bills,positive
5026,like for real mehn shelby and cigar=and na this guy dey make me dey use cigarette do lipstick,positive
5027,loving how whitemoney liquorose cross pere also push the ignore button ️️ una dey do like una too much we sef no dey see una top six for the win abeg,positive
5028,my man just air before naira go cast he btc transaction wey e don dey arrange since,positive
5029,i claim the money ijn oya wetin be her handle,positive
5030,e don happen all dresses made by me,positive
5031,lol just like dat send ur acct number dis i no dey watch ball but i love chelsea,positive
5032,so this new v bank has been trending and i don open new account whats next make una reason my matter na as god go bless una times thankio,positive
5033,fine ankaras like these na people wey get good taste dey rush dem oya select and pay so i go know say you get good fashion sense too beautiful fabrics for beautiful people,positive
5034,this dress is so comfortable i can say this because na me dey inside what im driving at is you should get yourself one or get one for someone ️️,positive
5035,abeg do your edit na this option i use chop the last time banks share am,positive
5036,na we dey supreme court dey settle since yesterday oooh,positive
5037,naso this morning i just dey remember the day i play odds wey later enter i just dey imagine say i put like k ontop am boom o ma ti dun ju,positive
5038,seriously e be like say aunty vee don dey catch feelings o,positive
5039,i fit set you up with the other,positive
5040,lol hope say na you give chiamaka hand in marriage to the husband o,positive
5041,na sani ko you don find one girl wai don make you like am add barcelona,positive
5042,we wan appreciate for all the work wey e do for manchester united years no be beans ️ we go miss am na leader one way,positive
5043,congrats fine people god bless your home na dis kind pictures dem dey make me wan do fast go marry,positive
5044,beautiful ankara print and colors kayan sallah is ready if you dont support this small business abeg na wetin you gain dont miss out on this lovely ankara very much,positive
5045,this smokey jollof rice na harvard standard ahanhn ️,positive
5046,cant they just say i dont like you or im not feeling you and let the person go ee de pain sha hope u no de do like dat,positive
5047,he dey happen na na highness,positive
5048,frankly i dey enjoy am cuss no dey pain me at all i be warri boy wey go military school cuss na compliment,positive
5049,abuja fun spots wey dey get hefty bouncers die abeg we need you to speak to your staff to support us with their strength,positive
5050,lol abi when the queen made you the chosen one na to dey brag remain na ajeh nengi we full here ooo,positive
5051,i had to get drunk on chivita that night told her few months back sha as we all don age up i guess she regrets it but now na dem dey rush us,positive
5052,mouthwatering yeah i know you can have yours too fresh okra soup with better swallow wey hotyou know as e dey be na tasty meals and soups delivered fresh to your doorstep homemade and very delicious call us today or slide in to place your order️,positive
5053,please if youre seeing this help me retweetbikonu na beg i dey beg we have about pieces of this silver crest blender to be sold trust me this blender dey blend anything even bottle sef bbnaija,positive
5054,life in a useless country haha lols abeg make we go back abeg i no want make de shoot for lag ooooo lols,positive
5055,the film makes sense die the action na selense them just dey shoot people dey jump building the fight ehhh chai e too sweet e get some people dem no dey die and them dey helep people but one man con betray them sha but the new recruit wey no dey die con save the others,positive
5056,walahi you fit do uber or conductor men,positive
5057,too dey record live stream any show wey him dey if egbon dey on top plane he go come down to show me love too dey always gat my back everytime am on stage with my performances clip and pics is not left behind either thank you all,positive
5058,one of its kind perfume oil wey pass perfume oil any fragrance wey you want please retweet my customers fit dey your side,positive
5059,but e be like say i don dey fine oo all this gehz be cutting me eyes azzin im loving maself,positive
5060,at least man utd don improve at old trafford united tottenham united chelsea ️,positive
5061,frosh somebody freshest of his kind chairman na dem dey rush us association member beard gang group,positive
5062,nobody me god talk of detty december sweet stories of i never experredit i never ask e shock me im open to more mehn,positive
5063,fine boys like us na mamiwater dey rush us im not you peoples mate,positive
5064,my bro de sell dis fine fine shoes abeg make una patronize am your rts is very important as his customers might be on ur timeline we appreciate ur likes and rts,positive
5065,lol iwo is always safe osun generally is peaceful na mouth we get na money we dey find we no dey fight,positive
5066,girl you just de blow my mind,positive
5067,ohh which team be that abeg i just dey enjoy una match bro,positive
5068,you don madt bro,positive
5069,k a week me sef wan dey clean ohh,positive
5070,ive had such a day today and its not even yet i need catfish peppersoup and very cold chi exotic for iftar like this na the only thing wey fit console me be that,positive
5071,which one is behind again loool who dis prity boy sweetie do u ave a behind to go wit dat face,positive
5072,everytime i wake up na your face i wana see without make up abeg meku no break up cuz i no fit stand to see you take up i like the way you move lyrics for you dear,positive
5073,happy married life john adedapo and regina titilayo god bless you and dwell in your new home john youre now a married man make sure you chop well and get fat abeg na bachelor like me suppose dey look thin and dont forget to name your son adewale,positive
5074,fine boy wey con sabi sing again️,positive
5075,the way im rushing this series ion wan make e finish na to dey watch episodes per day,positive
5076,lol u cannot see my familys net worth cannot enter k e sure me corona con dey again one mouth don commot for their food niyen,positive
5077,if you wakeup and you dey read this tweet jst know say na god oo nor be your power if you enter moto come down sound make you know say gods grace dey your life if you get life thank god ooooooo should constantly be our attitude,positive
5078,bro be strong wahala non dey finish me self dey struggle i dey look up dey believe say light go shine soon dont allow a rough patch in your life tomake you think your whole life is worthless you dont judge a whole journey on the basis of one pothole hold on thngs go better,positive
5079,laslas you fit save money give person wey dey abroad buy for you theyre cheaper their,positive
5080,nah man wey dey reason dey scratch bear bear~ best birthday wishes to me kindly drop some kind words,positive
5081,you too serious to,positive
5082,i just enjoy seeing people winning so bad e dey be like say na me the good things dey happen to,positive
5083,where una de see this love,positive
5084,na only god fit touch your heart you just help me pay for this phone father of all,positive
5085,so nysc sent some female corp members to my place of work and i am supposed to interview them lol me wey no get sense and they get nyash interview never start but i don accept dem already,positive
5086,true talk how far naa if you no fit adopt me i fit dey sweep and mop innit,positive
5087,make i send u gps to k house na there e de happen,positive
5088,okay we dey wait patiently,positive
5089,tacha has forced me to start carrying bottle water everywhere i hear its a massive boost for a smooth skin yet nigerians couldnt even see that positive thing about her o but na to slander and insult her una sabi try looking at the good sometimes,positive
5090,hood ma pa mi naaaa shey you fit remodel human being i can do with some remodelling myself,positive
5091,boss my model abeg show ur boy love la me self wan use iphone x even if na second hand god dy with u boss,positive
5092,what of me na nana na na na nothing feels better than when i dai with you,positive
5093,dont do me like dis nah make i see d video st e get d way take narrate d video wey i won see,positive
5094,when i said lagos people was broke and noisy una wan slap me through whatsapp wetin concern rich person and okada humble yaself and trek,positive
5095,now i can sleep we go dey watch the remaining for youtube later to live streaming e go be,positive
5096,grandma you will celebrate but after d remaining na god hand e dey kudos u ma,positive
5097,dem don strt again am leaving d country am leaving d countryna wetin dem go do der na to carry drugs dey sellinstead y u no sell pure water ur own country wey u no say nobody go arrest uy ja dey go outside dey misbhav na omo dis kin tin tire me ooo,positive
5098,lord am grateful na my song white woman they vibe to like say she dey with me for studio when i dey record the song believe in your self and never let any body tell you that you can not do itgod is with you,positive
5099,cow wey no get tail na god dey help am chase flies oluwa abeg my only flies now na cold abeg help me run am,positive
5100,people wey no dey haggle price awon okay send your account number ill make the transfer now,positive
5101,my bedsheets are well made to stand out bedsheets wey get quality e no dey wash or fade over fine dey worry am e go fit your bedroom too n click this link make u buy am abeg tap retweet for your home girl,positive
5102,pillow under the head wee never allow hair to be smooth laidat na u had to comb or brush it fest but that smile eh lai lo make up‍️‍️‍️ melanin poppin just no wound me abeg na my lane i dey waka so,positive
5103,add that special red oil pepper sauce join down am with pepsi wen dey sweat and the rapture don complete walahii,positive
5104,dem no dey give person food for dream again o tinz don hard,positive
5105,swipe skinny joggers with side stripe‍️ price n̶ ️ color khaki size l dm to order shakarashop online shop wen sabi you sef go dey do shakara warri nigeria,positive
5106,im a product of grace everything i am and have are because of my faithful god if you ever ask how i made it when i do and i say na god no vex for me,positive
5107,i hope youre watching your team now me sef dey watch ooo romero na good keeper sha,positive
5108,fine boy like stayboy dem no they rush nike na nike dey rush am,positive
5109,chai see wetin i dey like na,positive
5110,i dey tells you but i dey enjoy am shaa as i dey inside house dey watch movie,positive
5111,this policemen on brown road just begged for money by saying this to me and my guy bros abeg na wetin bird chop na im e go use fly help us lol,positive
5112,we go faint with notifications today i don put my phone for silent anytime you post like this my phone battery dey die quick twitter dey shutdown you get force no worry you na igwe,positive
5113,gov wike dey clear anybody doubt for ph just what we need in lagos,positive
5114,update first dance video for this year drops tomorrow pm nigerian time i wish i could drop it now sef but we wait leggo,positive
5115,na him be say my house dey d london side of kubwa n na true light steady here well well,positive
5116,ehen just incase im giving you small butterflies in ya belle please speak up oooo who knows inno maka na adighi ama ama ooo we could become a spectacular hussy and wifey las las regardless of who the shooter and shootee is biko,positive
5117,tall boys like us na dem dey rush us,positive
5118,na you get your mouthu fit use am talk anything wey u like ️,positive
5119,omo wer una dey see dat kind relationship na,positive
5120,hakarat don come again with another ogbonge league party come and chill play and chop money as you dey play snooker for our lounge,positive
0,i don go follow and patiently waiting for her for apple music should i blow powder before you notice me abeg na,positive
1,just realized its like days to my babys girl birthday im still excited like its my own even though this time around shes far n i feel helpless that i cant plan but yaaaaa im excited me i don start countdown,positive
2,oya kolibi your phone make we collabo for the with jennifer omoko base on say we wan laughplay and dey serious weti be the biggest lie wen you don tell,positive
3,omo i dey send make dem check woman wey dey run am if e dey available fess,positive
4,all i just want now na padi wen go dey look me like fresh tomatoes as we dey gist just like dey look goals,positive
5,face palm knock knock na who be that na brother folo o which brother folo brother folo di lada folo di lada,positive
6,you think its easy to have plenty ig followers at im o and i no get reach k followers tacha don achieve abeg na she achieve pass for the house i stan titans,positive
7,my last visit was chilling at marco polo hotel n suite na kilimanjaro everyday went to mainland to visit a family friend as uber drop make i pay my guys don rush enter one buka order chaw pack gala dem say we no go back island again oh naso we begin chill for mainland,positive
8,god come and do miracle for your boy ohhhh cause on my wedding day video wey i go dey ehn e go bloody oh salt on earth worm kinda shii,positive
9,abeg don baba jay no get wahala for this life again do us give away na infinix we want,positive
10,wahala for those wey sell,positive
11,i dey help u na make u see wetin to talk and write for ielts,positive
12,magic cup for show dem customers wey sabi better thing all the time halimausmanusman we appreciate you o ma may allah continue to increase your pocket amin price only note you can place your odermake,positive
13,breaking news the matter wey dey our table now be say aka starboy don talk say him go die for the matter one go let settle so simi zlatan adekunle,positive
14,when i put my hand around her waist and i feel her waist bead e dey burst my braiiiiiin,positive
15,be like say i go go through vlad following cause the kind things wey dey appear for e tl ehn,positive
16,handsome cant be used anyhow o e get e meaning,positive
17,me wey dey agitate dey high people moral na him one girl just dey come high my soul every seconds hello dearie you are doing well omo i motivate dye extra ginger to sing solidarity song,positive
18,my guy will remain president till if my guy comot sef na my guy go still dey there buhahaha edrag by with twitter fingers,positive
19,na today i knw day emoney na my brother cos we av same surname abeg make who na help me locate him page,positive
20,with d form is right now if dey catch chelsea dey wil collet their point wit beautiful own goal rm ivanovish,positive
21,lmfaooo guy do take another break if na soi be good person and god nor dey ever loseguard mesteady blast package nai e dey gimme,positive
22,chelsea fans dey hope make madrid lose barca fans dey support bayern lmaoo see how man utd fans dey suppo,positive
23,na dis work i wan learn,positive
24,even me sef dey laff dey doge bottle,positive
25,make una come see una influencer,positive
26,i have been saying this since abeg who sabi where this church dey for onitsha,positive
27,the kind love wey i get no b made in china na,positive
28,and you wey dem help too no forget to help another person when e reach your turn,positive
29,how far na how e dey be that side,positive
30,twitter wosup una hands nor go catch fire if una like and retweet ejooooor edakun‍️egbami‍️na crime if i get likes to start with as e don reach to beg for likes and retweetsyou see that pic im sitting thats my little pride im sitting on already,positive
31,we dey run am this week oooo may tomorrow or thursday the bar dey with me sef,positive
32,fresh and grinding pepper available for delivery nationwide make e no be like say i no wan be ceo or i no dey sell something since everyone is now online trader we grind and pound in different ways you like worry no more and thank us later dm us for price,positive
33,haaa i like remi gan o coke studio dey sports centre i no gree go as i hear arabinrin mon ba e soro o n se fala folo for biobaku i run reach sports centre,positive
34,swipe tort square plastic sunglasses with green lens price n̶ ️ color blue size m dm to order shakarashop online shop wen sabi you sef go dey do shakara warri nigeria,positive
35,you sef should help me beg our single brothers wey don too tey as bachelors to follow your steps na,positive
36,i get toyota spider oh i dey drive nissan hover i dey drive camry i dey drive durano eh god o,positive
37,del axis ronaldinho gaucho na man wey sabi,positive
38,yu dey find your own me i dey find my own,positive
39,boy i am loving you for days anytime you call my name e be like i dey craze igba di e loku kiss daniel for president,positive
40,no na my guy na,positive
41,e good as na them dey do themselves,positive
42,na the sars we know e don get sense,positive
43,fever soup wey sweet na money dey cook am,positive
44,next year na all white party i don dey plan am already,positive
45,the fish wey get that tail na virgin,positive
46,na dis i want abeg bruno,positive
47,eazege dis ur hair eh u look like joseph for bible wey dey think of him future odogwu e go dey softer for u grammy go reach ur side just do something extra ordinary like ur self ️,positive
48,my brother how e be na give me small followers na,positive
49,these people na heavenly places dem dey decor for oh wen our power reach we go contact them for now lets manage our road side decor sellers,positive
50,its tha w in the mix nowplaying || wetin dey,positive
51,tike don reach na why u dey wake up by am dont worry in d next yrsu will wake up to see the cute baby diva when u wake up by am,positive
52,wait oo never know the job he colect only him amidst lol i deh reason am say baami planned this tin well o he sign lamba artist alongside one orinlabi congrats brothers meeting u at the top soon dem go sign me too me sef go blow,positive
53,e dey don start,positive
54,me im waiting for it ooi wan dey enter your jet with denye go vacation,positive
55,oga don upgrade from our level woh no more cin abinci a layi oga pray for us to join you soon,positive
56,why una dey take this thing seriously i was only joking na,positive
57,na wen pikin greet good morning na im him wake up good mor mor,positive
58,sugar mikel can fit into any top team in d world gala,positive
59,nor forget say na who serve god be man link just dey my bio dey wait make una click am to feel the new banger from me ️ benin nigeria,positive
60,u dey mind dem lol,positive
61,that crocodile wey dey front ba if i am the one na him go chop all before i get my magnitude and direction,positive
62,sorry guy no vex abeg,positive
63,call na this topic him dey like,positive
64,video is on d dj set rolling often n oftend video na deadest as warri boyz dey talk emblessup kesh,positive
65,what of me na nana na na na nothing feels better than when i dai with you,positive
66,na to read am be the koko observe all wetin u read evangelise all wetin you read,positive
67,please na abeg na bros dem i dey on my knees sir biko,positive
